timestamp,electricity_demand_mw
2025-12-16 08:00:00,2608.1
2025-07-26 03:00:00,2071.4
2025-05-08 18:00:00,3437.7
2025-02-11 21:00:00,3225.7
2025-06-24 15:00:00,3240.3
2025-11-11 23:00:00,2731.3
2025-12-31 19:00:00,3419.9
2025-07-06 00:00:00,2557.0
2025-07-28 15:00:00,3138.7
2025-03-05 01:00:00,2258.0
2025-07-20 12:00:00,2812.3
2025-12-14 00:00:00,2294.1
2025-09-18 10:00:00,3036.9
2025-02-01 04:00:00,1935.8
2025-05-25 22:00:00,3224.0
2025-01-19 21:00:00,3150.7
2025-07-21 03:00:00,2235.0
2025-11-07 12:00:00,2914.0
2025-05-08 16:00:00,3269.5
2025-04-02 05:00:00,2174.8
2025-08-20 15:00:00,3215.4
2025-01-10 23:00:00,2443.8
2025-08-11 12:00:00,2962.4
2025-12-12 01:00:00,2311.3
2025-01-14 09:00:00,2621.6
2025-03-18 15:00:00,3120.1
2025-02-04 15:00:00,2969.9
2025-04-06 23:00:00,2950.1
2025-03-07 08:00:00,2587.1
2025-12-30 17:00:00,3092.1
2025-06-10 04:00:00,2137.6
2025-09-22 05:00:00,2140.0
2025-03-06 07:00:00,2396.8
2025-04-18 21:00:00,3579.8
2025-05-07 15:00:00,3285.8
2025-05-08 22:00:00,3402.8
2025-11-12 23:00:00,2808.0
2025-09-01 14:00:00,3036.0
2025-08-27 00:00:00,2297.9
2025-02-16 23:00:00,2678.1
2025-09-08 11:00:00,2897.5
2025-09-22 15:00:00,3161.8
2025-01-24 15:00:00,2913.9
2025-02-13 23:00:00,2684.8
2025-12-20 02:00:00,2048.3
2025-09-16 11:00:00,2928.5
2025-02-01 22:00:00,2915.6
2025-09-29 01:00:00,2356.0
2025-03-15 06:00:00,2258.8
2025-05-16 16:00:00,3350.9
2025-10-03 11:00:00,2975.2
2025-04-06 08:00:00,2564.5
2025-02-08 15:00:00,2803.4
2025-01-02 13:00:00,2616.4
2025-04-04 01:00:00,2271.8
2025-05-16 05:00:00,2254.3
2025-10-24 12:00:00,2828.0
2025-03-07 18:00:00,3077.5
2025-05-17 05:00:00,2376.3
2025-03-21 01:00:00,2320.0
2025-11-16 05:00:00,2083.6
2025-02-17 14:00:00,2837.5
2025-05-06 07:00:00,2614.3
2025-11-12 20:00:00,3548.3
2025-06-25 22:00:00,3371.1
2025-10-11 00:00:00,2366.7
2025-11-22 03:00:00,2104.1
2025-11-07 08:00:00,2589.0
2025-06-19 18:00:00,3326.4
2025-08-29 15:00:00,3179.7
2025-10-22 09:00:00,3021.9
2025-06-07 22:00:00,3167.9
2025-12-21 03:00:00,2120.3
2025-02-24 17:00:00,2969.3
2025-07-25 22:00:00,3092.1
2025-04-20 22:00:00,3245.2
2025-07-05 22:00:00,3133.6
2025-01-27 23:00:00,2473.7
2025-07-28 20:00:00,3554.5
2025-11-17 15:00:00,3224.9
2025-08-05 22:00:00,3123.2
2025-09-22 22:00:00,3108.4
2025-07-04 22:00:00,3242.0
2025-04-28 10:00:00,3073.2
2025-05-31 01:00:00,2451.0
2025-11-27 20:00:00,3640.3
2025-09-14 15:00:00,3012.2
2025-12-25 23:00:00,2752.2
2025-02-08 20:00:00,3459.9
2025-12-06 04:00:00,2089.8
2025-02-14 01:00:00,2053.6
2025-12-01 11:00:00,2903.7
2025-09-05 02:00:00,2149.2
2025-01-01 23:00:00,2614.5
2025-02-28 10:00:00,2908.6
2025-08-12 16:00:00,3058.2
2025-07-15 04:00:00,2199.2
2025-03-06 08:00:00,2662.0
2025-12-17 10:00:00,2932.0
2025-05-07 20:00:00,3641.5
2025-12-22 03:00:00,1972.1
2025-02-20 19:00:00,3251.7
2025-09-19 21:00:00,3518.5
2025-04-27 11:00:00,2989.7
2025-11-10 04:00:00,2063.8
2025-09-15 10:00:00,3091.7
2025-04-15 17:00:00,2884.6
2025-03-14 01:00:00,2323.9
2025-01-04 21:00:00,3025.4
2025-06-28 07:00:00,2517.7
2025-04-28 18:00:00,3262.6
2025-03-08 09:00:00,2714.0
2025-12-01 04:00:00,2111.8
2025-02-22 05:00:00,1862.2
2025-11-17 01:00:00,2252.0
2025-02-14 00:00:00,2141.6
2025-12-07 09:00:00,2543.5
2025-06-01 00:00:00,2437.5
2025-05-08 02:00:00,2384.4
2025-01-02 09:00:00,2550.6
2025-10-16 20:00:00,3613.8
2025-05-01 01:00:00,2341.3
2025-09-06 18:00:00,3213.4
2025-05-01 13:00:00,3084.0
2025-11-02 21:00:00,3398.6
2025-11-07 03:00:00,2050.2
2025-07-13 08:00:00,2430.6
2025-05-10 22:00:00,3288.5
2025-12-13 01:00:00,2180.1
2025-07-18 15:00:00,3134.7
2025-01-09 20:00:00,3301.4
2025-05-06 14:00:00,3201.4
2025-01-04 16:00:00,2665.9
2025-08-31 12:00:00,2867.9
2025-06-08 21:00:00,3572.4
2025-05-18 11:00:00,2979.2
2025-09-16 02:00:00,2117.6
2025-05-06 12:00:00,3102.8
2025-10-21 19:00:00,3426.8
2025-06-26 21:00:00,3439.7
2025-02-25 08:00:00,2454.8
2025-12-27 10:00:00,2834.6
2025-01-07 05:00:00,1970.3
2025-02-20 10:00:00,2815.0
2025-09-13 07:00:00,2436.9
2025-08-23 14:00:00,2838.9
2025-05-15 01:00:00,2461.6
2025-06-28 16:00:00,2993.6
2025-09-09 16:00:00,3171.8
2025-12-20 20:00:00,3358.6
2025-03-25 16:00:00,3008.7
2025-11-15 11:00:00,2773.8
2025-09-02 06:00:00,2275.2
2025-11-17 04:00:00,2090.7
2025-04-11 07:00:00,2487.7
2025-03-03 08:00:00,2560.1
2025-05-25 09:00:00,2840.9
2025-03-09 08:00:00,2448.8
2025-05-23 03:00:00,2335.9
2025-07-02 19:00:00,3539.7
2025-09-28 14:00:00,2906.4
2025-06-07 17:00:00,2976.5
2025-03-04 21:00:00,3371.5
2025-08-20 09:00:00,2840.2
2025-09-15 21:00:00,3504.5
2025-01-01 17:00:00,2923.2
2025-03-03 19:00:00,3269.2
2025-04-08 09:00:00,2955.2
2025-07-21 05:00:00,2128.5
2025-03-23 18:00:00,3180.8
2025-09-13 20:00:00,3570.7
2025-11-30 17:00:00,2962.7
2025-10-29 18:00:00,3257.6
2025-02-26 05:00:00,1893.4
2025-12-09 06:00:00,2214.4
2025-07-24 07:00:00,2425.2
2025-02-18 23:00:00,2596.3
2025-05-12 02:00:00,2432.8
2025-05-14 14:00:00,3163.4
2025-09-23 12:00:00,3002.9
2025-01-15 10:00:00,2744.8
2025-12-29 22:00:00,3014.1
2025-11-27 23:00:00,2739.1
2025-08-29 20:00:00,3589.7
2025-07-04 11:00:00,3002.0
2025-08-28 22:00:00,3176.5
2025-09-01 10:00:00,3049.3
2025-07-12 18:00:00,3198.3
2025-03-11 03:00:00,2067.3
2025-03-21 22:00:00,3237.5
2025-01-21 07:00:00,2139.8
2025-11-29 01:00:00,2195.6
2025-08-18 06:00:00,2178.8
2025-08-12 04:00:00,2083.7
2025-12-05 22:00:00,3010.1
2025-07-22 08:00:00,2708.8
2025-01-31 13:00:00,2767.9
2025-07-06 08:00:00,2468.6
2025-04-21 04:00:00,2253.4
2025-04-07 15:00:00,3318.9
2025-05-01 07:00:00,2574.9
2025-12-07 12:00:00,2620.0
2025-02-17 19:00:00,3409.2
2025-06-02 18:00:00,3348.6
2025-07-02 03:00:00,2163.1
2025-03-13 17:00:00,3021.2
2025-10-28 09:00:00,2839.0
2025-02-07 20:00:00,3375.3
2025-04-16 01:00:00,2492.9
2025-06-27 23:00:00,2868.6
2025-08-27 19:00:00,3397.7
2025-02-11 10:00:00,2914.9
2025-07-26 08:00:00,2502.6
2025-05-31 05:00:00,2394.7
2025-09-18 20:00:00,3627.0
2025-11-27 09:00:00,2953.1
2025-06-21 08:00:00,2493.3
2025-07-29 10:00:00,3170.3
2025-06-03 13:00:00,3011.0
2025-10-02 18:00:00,3113.5
2025-08-16 16:00:00,2924.6
2025-08-28 10:00:00,3091.0
2025-01-15 17:00:00,2893.0
2025-08-02 01:00:00,2261.6
2025-03-22 21:00:00,3433.8
2025-03-12 21:00:00,3422.6
2025-05-13 14:00:00,3129.9
2025-01-13 16:00:00,2792.8
2025-01-08 17:00:00,2871.2
2025-03-04 13:00:00,2816.3
2025-10-02 17:00:00,3155.0
2025-07-24 17:00:00,3034.3
2025-08-24 22:00:00,3112.7
2025-11-24 02:00:00,2067.0
2025-03-03 15:00:00,3071.3
2025-03-28 08:00:00,2652.8
2025-09-17 21:00:00,3501.0
2025-07-06 03:00:00,2154.2
2025-09-25 14:00:00,2942.5
2025-02-17 17:00:00,3083.0
2025-07-27 15:00:00,3026.6
2025-11-16 00:00:00,2356.7
2025-07-17 14:00:00,3055.3
2025-04-15 19:00:00,3403.2
2025-08-07 07:00:00,2430.5
2025-01-22 05:00:00,1927.5
2025-10-07 06:00:00,2147.3
2025-06-02 08:00:00,2775.0
2025-04-03 17:00:00,3269.2
2025-02-08 09:00:00,2620.8
2025-06-14 12:00:00,2751.2
2025-10-17 18:00:00,3274.8
2025-06-15 17:00:00,3064.4
2025-03-23 21:00:00,3324.9
2025-03-11 14:00:00,3032.2
2025-03-01 21:00:00,3392.7
2025-10-04 06:00:00,2230.0
2025-10-09 06:00:00,2288.3
2025-12-21 00:00:00,2317.4
2025-12-22 21:00:00,3265.0
2025-02-25 19:00:00,3327.8
2025-10-04 22:00:00,3050.4
2025-01-11 05:00:00,1866.7
2025-03-17 07:00:00,2415.4
2025-01-18 21:00:00,3141.1
2025-05-12 17:00:00,3261.3
2025-12-14 22:00:00,3023.5
2025-04-16 03:00:00,2268.9
2025-02-15 07:00:00,2337.7
2025-02-19 21:00:00,3183.4
2025-10-09 02:00:00,2233.1
2025-04-14 09:00:00,2680.9
2025-06-18 15:00:00,3330.7
2025-05-11 12:00:00,3063.9
2025-08-08 23:00:00,2786.5
2025-11-13 01:00:00,2206.4
2025-06-02 01:00:00,2416.8
2025-11-27 13:00:00,2851.2
2025-09-25 20:00:00,3527.9
2025-10-13 20:00:00,3470.2
2025-01-21 16:00:00,2685.4
2025-12-29 00:00:00,2322.4
2025-11-29 22:00:00,3035.3
2025-08-03 17:00:00,2991.1
2025-10-27 01:00:00,2249.1
2025-05-07 19:00:00,3570.4
2025-09-13 04:00:00,2115.7
2025-01-31 16:00:00,2839.7
2025-05-11 01:00:00,2511.5
2025-01-22 07:00:00,2243.3
2025-01-10 17:00:00,2842.2
2025-06-20 12:00:00,3055.4
2025-10-25 16:00:00,2822.3
2025-08-24 06:00:00,2228.4
2025-10-09 09:00:00,2896.5
2025-05-07 00:00:00,2505.9
2025-12-17 18:00:00,3205.8
2025-06-11 06:00:00,2454.6
2025-08-23 13:00:00,2644.0
2025-09-10 14:00:00,3156.4
2025-07-28 14:00:00,2989.2
2025-08-07 21:00:00,3587.5
2025-09-26 11:00:00,2862.0
2025-11-23 00:00:00,2236.9
2025-07-16 05:00:00,2191.5
2025-11-09 11:00:00,2812.0
2025-12-20 01:00:00,2101.7
2025-04-07 13:00:00,3005.9
2025-07-02 15:00:00,3178.5
2025-01-27 13:00:00,2621.0
2025-01-01 19:00:00,3198.4
2025-10-18 02:00:00,2134.4
2025-02-01 20:00:00,3335.5
2025-03-08 02:00:00,2191.7
2025-12-31 09:00:00,2918.5
2025-07-20 14:00:00,2825.1
2025-02-01 14:00:00,2558.4
2025-01-14 07:00:00,2150.0
2025-11-28 04:00:00,1995.0
2025-03-21 23:00:00,2776.4
2025-10-05 18:00:00,3281.4
2025-01-30 22:00:00,2910.3
2025-03-17 03:00:00,2000.3
2025-07-07 22:00:00,3188.3
2025-10-17 00:00:00,2375.1
2025-06-16 17:00:00,3162.2
2025-12-03 04:00:00,1996.0
2025-07-21 16:00:00,3151.5
2025-04-11 12:00:00,3075.2
2025-10-16 01:00:00,2288.2
2025-01-26 23:00:00,2496.3
2025-06-17 03:00:00,2251.4
2025-07-22 15:00:00,3173.9
2025-09-23 23:00:00,2931.0
2025-12-25 02:00:00,2074.0
2025-01-08 01:00:00,2109.5
2025-04-30 09:00:00,3010.2
2025-09-24 19:00:00,3558.2
2025-07-26 06:00:00,2325.3
2025-05-07 01:00:00,2459.6
2025-01-20 05:00:00,1967.4
2025-08-08 17:00:00,3145.9
2025-06-16 18:00:00,3395.1
2025-06-17 05:00:00,2248.3
2025-08-05 10:00:00,3116.3
2025-08-26 00:00:00,2399.6
2025-01-01 08:00:00,2438.5
2025-06-14 13:00:00,2744.9
2025-01-05 03:00:00,1912.5
2025-08-24 10:00:00,2934.2
2025-06-14 05:00:00,2195.3
2025-12-26 20:00:00,3456.7
2025-10-08 08:00:00,2729.9
2025-10-20 16:00:00,3136.2
2025-07-03 03:00:00,2070.7
2025-10-28 13:00:00,2891.8
2025-06-08 03:00:00,2208.9
2025-08-22 16:00:00,3195.2
2025-10-06 02:00:00,2186.2
2025-06-24 00:00:00,2509.4
2025-05-11 03:00:00,2340.4
2025-05-09 10:00:00,3228.1
2025-09-14 19:00:00,3376.7
2025-07-12 10:00:00,2831.3
2025-05-06 18:00:00,3451.1
2025-07-04 01:00:00,2301.4
2025-09-29 05:00:00,2206.7
2025-09-01 05:00:00,2195.1
2025-05-24 23:00:00,3015.9
2025-11-09 09:00:00,2669.2
2025-07-14 08:00:00,2711.3
2025-09-20 21:00:00,3483.1
2025-08-10 04:00:00,2177.0
2025-05-24 02:00:00,2465.5
2025-02-27 17:00:00,2954.4
2025-08-04 13:00:00,2981.3
2025-12-04 09:00:00,2803.0
2025-11-21 09:00:00,2903.5
2025-11-02 04:00:00,1961.3
2025-12-03 11:00:00,2857.3
2025-11-15 05:00:00,2080.8
2025-02-13 14:00:00,2953.4
2025-04-11 20:00:00,3654.1
2025-01-25 18:00:00,2903.7
2025-08-17 20:00:00,3501.6
2025-10-28 19:00:00,3383.2
2025-02-14 20:00:00,3337.9
2025-07-05 06:00:00,2219.2
2025-04-01 17:00:00,3217.1
2025-07-16 04:00:00,2201.1
2025-08-05 15:00:00,3157.6
2025-11-19 17:00:00,3131.5
2025-04-12 22:00:00,3210.8
2025-09-24 21:00:00,3480.6
2025-01-20 09:00:00,2533.5
2025-02-26 02:00:00,1926.1
2025-01-13 03:00:00,1871.3
2025-03-04 03:00:00,2193.1
2025-12-09 12:00:00,2939.2
2025-09-12 23:00:00,2823.0
2025-11-30 13:00:00,2779.7
2025-11-02 11:00:00,2617.7
2025-08-25 10:00:00,3135.1
2025-02-12 02:00:00,2047.0
2025-08-14 14:00:00,2932.9
2025-05-05 20:00:00,3568.2
2025-06-07 23:00:00,2823.4
2025-08-08 12:00:00,2921.6
2025-10-24 03:00:00,2052.7
2025-02-27 05:00:00,2015.0
2025-02-05 01:00:00,2088.5
2025-12-31 17:00:00,3120.6
2025-09-26 16:00:00,3167.4
2025-02-12 14:00:00,2847.0
2025-02-19 00:00:00,2116.4
2025-12-21 09:00:00,2599.7
2025-09-09 13:00:00,2885.0
2025-06-15 04:00:00,2235.9
2025-03-05 04:00:00,2008.7
2025-09-07 05:00:00,2138.7
2025-03-30 19:00:00,3525.5
2025-03-26 20:00:00,3707.9
2025-06-30 14:00:00,3149.6
2025-04-14 11:00:00,2730.8
2025-10-07 02:00:00,2190.9
2025-08-28 07:00:00,2405.0
2025-03-02 12:00:00,2736.3
2025-05-21 02:00:00,2375.1
2025-11-18 23:00:00,2752.7
2025-07-03 06:00:00,2168.6
2025-04-06 11:00:00,2891.5
2025-05-05 15:00:00,3261.7
2025-02-23 15:00:00,2965.7
2025-08-28 15:00:00,3223.4
2025-01-28 20:00:00,3375.7
2025-07-23 07:00:00,2622.4
2025-08-09 01:00:00,2298.8
2025-09-22 12:00:00,2804.9
2025-02-18 10:00:00,2920.5
2025-06-25 20:00:00,3774.1
2025-08-25 12:00:00,2951.0
2025-05-21 17:00:00,3333.5
2025-10-22 14:00:00,3058.3
2025-07-20 16:00:00,2918.8
2025-02-03 19:00:00,3293.6
2025-01-21 03:00:00,1887.0
2025-07-22 12:00:00,3004.4
2025-02-17 21:00:00,3336.6
2025-02-06 15:00:00,2996.6
2025-01-20 01:00:00,1962.8
2025-04-07 00:00:00,2453.6
2025-02-12 09:00:00,2758.9
2025-10-31 16:00:00,3176.0
2025-11-05 18:00:00,3184.8
2025-10-02 01:00:00,2287.3
2025-01-14 18:00:00,2925.5
2025-07-28 02:00:00,2136.0
2025-06-26 00:00:00,2526.9
2025-10-17 20:00:00,3605.7
2025-12-10 12:00:00,2746.5
2025-05-17 10:00:00,3087.0
2025-02-28 01:00:00,2079.2
2025-02-25 03:00:00,1929.9
2025-04-25 19:00:00,3539.1
2025-08-18 17:00:00,3040.0
2025-04-19 00:00:00,2534.2
2025-08-04 05:00:00,2204.9
2025-10-15 23:00:00,2874.9
2025-08-06 03:00:00,2166.5
2025-10-11 19:00:00,3496.7
2025-12-06 10:00:00,2833.7
2025-11-15 23:00:00,2639.2
2025-07-24 11:00:00,2950.4
2025-12-04 11:00:00,2812.9
2025-08-19 17:00:00,3065.3
2025-10-12 02:00:00,2244.7
2025-02-14 05:00:00,1891.8
2025-09-28 20:00:00,3688.9
2025-11-22 14:00:00,2807.3
2025-07-23 09:00:00,2886.2
2025-09-02 00:00:00,2294.8
2025-10-09 18:00:00,3313.5
2025-03-19 14:00:00,2901.0
2025-06-12 15:00:00,3292.1
2025-07-18 11:00:00,3016.4
2025-12-14 04:00:00,2093.1
2025-08-01 12:00:00,2935.4
2025-12-19 11:00:00,2922.0
2025-04-18 17:00:00,3300.2
2025-10-25 21:00:00,3392.2
2025-11-27 15:00:00,3139.7
2025-06-28 20:00:00,3705.5
2025-01-23 12:00:00,2662.1
2025-01-26 01:00:00,2069.9
2025-05-16 17:00:00,3293.8
2025-12-05 20:00:00,3470.2
2025-02-13 12:00:00,2761.5
2025-09-19 11:00:00,2983.5
2025-03-30 02:00:00,2173.3
2025-07-06 11:00:00,2875.4
2025-06-20 05:00:00,2154.2
2025-10-20 12:00:00,2976.0
2025-11-05 10:00:00,3043.9
2025-11-23 08:00:00,2376.2
2025-07-13 06:00:00,2274.7
2025-05-12 15:00:00,3373.7
2025-05-24 11:00:00,3005.6
2025-08-27 05:00:00,1963.7
2025-05-12 22:00:00,3447.1
2025-05-14 02:00:00,2373.4
2025-12-01 21:00:00,3422.6
2025-04-03 02:00:00,2245.5
2025-05-23 05:00:00,2358.1
2025-09-29 09:00:00,2947.4
2025-10-10 23:00:00,2833.0
2025-05-01 03:00:00,2380.4
2025-05-10 04:00:00,2285.2
2025-10-01 22:00:00,3147.6
2025-10-23 15:00:00,3075.5
2025-02-19 12:00:00,2667.4
2025-01-26 04:00:00,1774.1
2025-01-11 08:00:00,2208.9
2025-06-19 19:00:00,3499.5
2025-09-29 12:00:00,2921.8
2025-12-26 13:00:00,2872.8
2025-08-26 21:00:00,3483.4
2025-01-11 23:00:00,2390.4
2025-03-25 03:00:00,2103.3
2025-01-19 15:00:00,2675.9
2025-10-23 02:00:00,2265.9
2025-01-09 07:00:00,2087.4
2025-01-23 04:00:00,1909.0
2025-04-18 08:00:00,2849.7
2025-05-11 11:00:00,2963.4
2025-07-13 17:00:00,2980.2
2025-08-30 10:00:00,2741.3
2025-01-19 23:00:00,2516.7
2025-11-01 20:00:00,3585.4
2025-12-28 23:00:00,2740.7
2025-10-31 23:00:00,2867.4
2025-06-01 23:00:00,2906.0
2025-09-26 12:00:00,2896.2
2025-04-27 10:00:00,3026.2
2025-12-17 11:00:00,2914.8
2025-06-10 15:00:00,3200.0
2025-05-21 15:00:00,3301.7
2025-10-13 10:00:00,3004.1
2025-10-13 14:00:00,3030.3
2025-10-29 23:00:00,2782.7
2025-12-29 06:00:00,2170.1
2025-11-20 00:00:00,2228.1
2025-11-03 14:00:00,2981.0
2025-12-22 04:00:00,2007.6
2025-04-29 08:00:00,2903.2
2025-04-26 16:00:00,3048.3
2025-10-27 05:00:00,2146.5
2025-11-22 17:00:00,2948.1
2025-11-30 05:00:00,2086.6
2025-02-25 00:00:00,2174.9
2025-04-14 06:00:00,2391.5
2025-12-31 22:00:00,3143.9
2025-10-18 20:00:00,3547.8
2025-11-15 22:00:00,3093.5
2025-01-30 04:00:00,1766.0
2025-01-10 01:00:00,1957.5
2025-02-13 06:00:00,2182.5
2025-03-29 10:00:00,2837.6
2025-11-10 03:00:00,2091.8
2025-04-09 20:00:00,3660.4
2025-05-20 19:00:00,3637.3
2025-03-30 15:00:00,3098.6
2025-09-19 08:00:00,2674.1
2025-01-29 03:00:00,1936.2
2025-12-26 06:00:00,2132.9
2025-06-22 11:00:00,2937.5
2025-09-22 09:00:00,2867.6
2025-03-29 19:00:00,3435.5
2025-05-22 08:00:00,2748.2
2025-12-31 21:00:00,3372.7
2025-11-28 16:00:00,2985.3
2025-02-15 10:00:00,2676.7
2025-05-18 21:00:00,3631.2
2025-05-04 02:00:00,2365.5
2025-09-23 01:00:00,2418.2
2025-03-16 18:00:00,3100.7
2025-05-05 19:00:00,3572.5
2025-01-03 02:00:00,1838.8
2025-11-04 09:00:00,2746.2
2025-06-26 16:00:00,3085.2
2025-12-21 01:00:00,2186.5
2025-10-02 06:00:00,2179.1
2025-11-12 06:00:00,2247.4
2025-11-02 16:00:00,2874.4
2025-01-18 03:00:00,1820.8
2025-03-22 02:00:00,2320.0
2025-05-21 05:00:00,2335.8
2025-12-26 09:00:00,2726.4
2025-03-12 10:00:00,3021.326
2025-10-02 13:00:00,2962.3
2025-05-02 13:00:00,3098.3
2025-10-14 19:00:00,3531.1
2025-09-01 07:00:00,2405.0
2025-07-29 17:00:00,3320.0
2025-09-06 04:00:00,2083.4
2025-02-21 09:00:00,2702.3
2025-09-22 04:00:00,2100.5
2025-01-05 05:00:00,1744.7
2025-08-18 02:00:00,2306.1
2025-05-09 18:00:00,3419.6
2025-09-25 01:00:00,2287.9
2025-04-30 03:00:00,2343.2
2025-05-18 00:00:00,2485.9
2025-09-01 00:00:00,2351.0
2025-12-31 01:00:00,2242.9
2025-07-08 13:00:00,2854.1
2025-03-30 03:00:00,2083.9
2025-06-20 22:00:00,3316.7
2025-09-03 04:00:00,2083.9
2025-11-05 02:00:00,2197.5
2025-05-18 10:00:00,3095.2
2025-09-28 22:00:00,3243.6
2025-04-22 12:00:00,2977.8
2025-05-14 15:00:00,3369.1
2025-05-29 15:00:00,3239.6
